code,Avregistrerad,Orsak,Land,Luftfartygstyp,Tillverkningsnummer,Tillverkningsår,Max startvikt (kg),Luftvärdighetshandling giltig t.o.m.,Registreringsdatum,owners_amount,owner.type,owner.id,owner.name,owner.address,owner.since
SE-LTL,,,,BEECH-200,BB-582,1979,"5670,0",2026-05-31,2004-05-05,1,Registrerad ägare,500450.0,Jonair Affärsflyg AB,Västra Esplanaden 2 903 26 Umeå Sweden,2024-09-19
SE-LTM,2007-03-12,Exported,United States of America,PIPER-PA46-500TP,4697090,2001,"2309,0",,2004-05-27,1,,,,,
SE-LTN,,,,PIPER-PA28R-201,28R-7837229,1978,"1247,0",2023-04-27,2004-03-26,1,,,,,
SE-LTO,2007-09-28,Exported,Lithuania,SAAB-SF340A,340A-074,1985,"12700,0",,2004-05-14,1,Senast registrerad ägare,504562.0,Aerosyncro AB,Parklindsvägen 13 531 58 LIDKÖPING Sweden,2005-11-17
SE-LTP,,,,DA-40 D,D4.086,2004,"1150,0",2026-06-03,2004-04-27,1,,,,,
SE-LTR,,,,FOKKER-F27-MK050,20226,1991,"20820,0",2026-06-19,2018-12-14,1,Registrerad ägare,500444.0,Amapola Flyg AB,Box 14237 104 40 Stockholm Sweden,2018-12-14
SE-LTS,2006-05-31,Exported,Cyprus,FOKKER-F27-MK050,20230,1991,"20820,0",,2004-06-04,1,Senast registrerad ägare,504792.0,Swe Fly AB,Box 627 611 10 NYKÖPING Sweden,2004-06-04
SE-LTT,,,,PIPER-PA31-325,31-8012041,1980,"2948,0",2025-10-16,1994-08-03,1,Registrerad ägare,504882.0,Charleswood Air AB,712 82 GRYTHYTTAN Sweden,2004-05-14
SE-LTU,2018-06-25,Exported,Pakistan,SAAB-2000,2000-062,1999,"22999,0",2019-05-02,2003-06-26,1,Senast registrerad ägare,503760.0,Erik Thun AB,Box 900 531 19 LIDKÖPING Sweden,2006-08-17
SE-LTV,,,,SAAB-2000,2000-063,1999,"22999,0",2026-05-10,2003-07-15,1,Registrerad ägare,501519.0,SAAB AB,581 88 Linköping Sweden,2018-02-16
SE-LTX,2018-05-22,Exported,Pakistan,SAAB-2000,2000-024,1995,"22999,0",2019-04-13,2005-03-03,1,Senast registrerad ägare,500100.0,Braathens Regional Airways AB,Box 61 161 26 Bromma Sweden,2005-03-03
SE-LTY,2009-07-30,Exported,Belgium,CESSNA-172S,172S8601,2000,"1157,0",2010-04-30,2004-04-23,1,Senast registrerad ägare,502602.0,Varbergs Flygklubb,Getterövägen 2 432 93 VARBERG Sweden,2004-04-23
SE-LTZ,2022-06-30,Exported,United Kingdom,COMMANDER-114B,14563,1992,"1474,0",2022-06-18,2004-10-21,1,Senast registrerad ägare,504928.0,EMPIRA Consulting AB,Telivägen 5 149 41 Nynäshamn Sweden,2004-10-21
SE-LUA,2022-10-05,Exported,Czech Republic,MOONEY-M20F,680130,1968,"1243,0",2023-06-15,2003-06-04,1,,,,,
SE-LUB,,,,PIPER-PA31T,31T-7820051,1978,"4082,0",2012-11-29,2003-04-01,1,Registrerad ägare,504492.0,Balticum Frinab AB,Box 147 281 22 HÄSSLEHOLM Sweden,2003-04-01
SE-LUC,,,,CIRRUS-SR20,1479,2005,"1361,0",2026-02-27,2005-02-23,1,Registrerad ägare,500427.0,Lunds Universitet,Drottningvägen 5 264 51 Ljungbyhed Sweden,2005-02-23
SE-LUD,,,,CIRRUS-SR20,1480,2005,"1361,0",2026-02-27,2005-02-23,1,Registrerad ägare,500427.0,Lunds Universitet,Drottningvägen 5 264 51 Ljungbyhed Sweden,2005-02-23
SE-LUE,,,,CIRRUS-SR20,1481,2005,"1361,0",2026-02-27,2005-02-23,1,Registrerad ägare,500427.0,Lunds Universitet,Drottningvägen 5 264 51 Ljungbyhed Sweden,2005-02-23
SE-LUF,,,,CIRRUS-SR20,1482,2005,"1361,0",2026-02-27,2005-02-23,1,Registrerad ägare,500427.0,Lunds Universitet,Drottningvägen 5 264 51 Ljungbyhed Sweden,2005-02-23
SE-LUG,,,,CIRRUS-SR20,1483,2005,"1361,0",2026-02-27,2005-02-23,1,Registrerad ägare,500427.0,Lunds Universitet,Drottningvägen 5 264 51 Ljungbyhed Sweden,2005-02-23
SE-LUH,2013-10-11,Exported,Germany,CIRRUS-SR20,1444,2004,"1361,0",2014-09-09,2013-03-15,1,Senast registrerad ägare,527707.0,Cirrus Sales & Service B.V.,Machlaan 8a NL-9761 TK Eelde Netherlands,2013-03-15
SE-LUI,,,,CIRRUS-SR20,1541,2005,"1361,0",2025-10-10,2024-09-30,1,Registrerad ägare,500427.0,Lunds Universitet,Drottningvägen 5 264 51 Ljungbyhed Sweden,2024-09-30
SE-LUN,,,,BEECH-C90GT,LJ-1782,2006,"4581,0",2025-12-18,2024-04-30,1,Registrerad ägare,500427.0,Lunds Universitet,Drottningvägen 5 264 51 Ljungbyhed Sweden,2024-04-30
SE-LUR,,,,ZLIN-Z242L,0829,2019,"1020,0",2026-03-13,2025-01-17,1,Registrerad ägare,500427.0,Lunds Universitet,Drottningvägen 5 264 51 Ljungbyhed Sweden,2025-01-17
SE-LUS,2008-03-11,Exported,Hungary,CESSNA-TU206G,U20603601,1976,"1633,0",,2004-03-26,1,,,,,
SE-LUT,2014-12-02,Exported,France,DA-20C1,C0527,2008,"800,0",2015-03-17,2009-03-20,1,Senast registrerad ägare,500762.0,Svensk Pilotutbildning AB,Säve Flygplatsväg 16 423 73 Säve Sweden,2009-08-28
SE-LUU,2004-11-22,Exported,Poland,CESSNA-T182T,T18208205,2003,"1406,0",,2004-06-03,1,Senast registrerad ägare,503631.0,Sat-Film Spolka Z Ograniczona Odpowiedzialnoscia,Zeromiskiego 68 PL-90-502 Lodz Poland,2004-11-16
SE-LUV,,,,YAK-52,844707,1984,"1305,0",2022-10-07,2004-08-20,1,Registrerad ägare,692989.0,ASI Aviation Sales International GmbH,,2022-12-21
SE-LUX,2020-06-02,Scrapped,,BEECH-95-B55,TC-1269,1969,"2310,0",2020-05-21,2004-02-24,3,Senast registrerad ägare,597335.0,South Sweden Flight Academy AB,Stora Nygatan 23 211 37 MALMÖ Sweden,2018-06-01
SE-LUX,2020-06-02,Scrapped,,BEECH-95-B55,TC-1269,1969,"2310,0",2020-05-21,2004-02-24,3,Senast registrerad delägare,603845.0,JH Anest-IT AB,Sweden,2018-06-01
SE-LUY,,,,PIPER-PA32-300,32-7440043,1974,"1540,0",,2021-04-27,3,,,,,
SE-LUZ,,,,CESSNA-172S,172S9637,2004,"1157,0",2025-07-28,2008-02-12,1,Registrerad ägare,502524.0,Luleå-Boden Flygklubb,Flygstationsvägen 4 972 54 LULEÅ Sweden,2013-10-24
SE-LVA,2025-06-16,Exported,France,DA-40 D,D4.093,2004,"1150,0",2025-08-07,2004-04-27,1,Senast registrerad ägare,502643.0,Östersunds Flygklubb,Optands Flygfält 205 831 92 ÖSTERSUND Sweden,2014-02-21
SE-LVB,,,,CESSNA-172S,172S9249,2002,"1157,0",2026-07-02,2005-05-12,1,Registrerad ägare,502451.0,Aeroklubben i Göteborg,Säve Flygplatsväg 32 423 73 SÄVE Sweden,2017-12-06
SE-LVD,2016-09-12,Exported,Denmark,PIPER-PA28R-200,28R-7435131,1974,"1200,0",2016-08-26,2004-01-09,1,Senast registrerad ägare,536109.0,Factus Aviation ApS,Rörbaekvej 19 DK-2730 HERLEV Denmark,2015-09-14
SE-LVF,2018-03-19,Exported,Norway,PIPER-PA31-350,31-7405418,1974,"3345,0",2019-04-01,2006-03-15,1,Senast registrerad ägare,524817.0,Terratec AS,Vækerøveien 3 NO-0281 OSLO Norway,2012-06-21
SE-LVG,,,,PIPER-PA28R-201,2844124,2005,"1247,0",2026-06-30,2006-05-04,1,Registrerad ägare,504949.0,Arrow One Aviation AB,Sweden,2015-12-14
SE-LVH,,,,YAK-52,9111412,1991,"1315,0",2025-10-31,2004-08-26,1,,,,,
SE-LVI,2005-01-28,Exported,United Kingdom,PITTS-S2B,5151,1988,"770,0",,2003-12-01,1,,,,,
SE-LVK,2006-02-23,Exported,Spain,ATR-72-211,147,1989,"21500,0",,2006-01-26,1,Senast registrerad ägare,500248.0,West Atlantic Sweden AB,Arenagatan 20 215 33 MALMÖ Sweden,2006-01-26
SE-LVL,2009-01-07,Exported,Denmark,DA-42,42.343,2008,"1785,0",2009-07-02,2008-07-03,1,Senast registrerad ägare,503533.0,Danish Aviation Capital ApS,Lufthavnsvej 60 DK-DK-4000 ROSKILDE Denmark,2009-01-07
SE-LVN,,,,DA-40 D,D4.187,2006,"1150,0",2025-12-05,2006-03-29,1,Registrerad ägare,504698.0,Mellingeholm Flygplats AB,Flygfiskvägen 20 761 41 NORRTÄLJE Sweden,2020-07-23
SE-LVO,,,,DA-42NG,42.095,2006,"1900,0",2025-06-12,2006-03-09,1,Registrerad ägare,500762.0,Svensk Pilotutbildning AB,Säve Flygplatsväg 16 423 73 Säve Sweden,2017-01-18
SE-LVP,,,,CESSNA-U206,U206-00388,1965,"1588,0",2026-05-14,2011-04-12,1,Registrerad ägare,511880.0,Team Tornön,Sweden,2011-08-24
SE-LVR,2019-06-05,Destroyed,,DA-42,42.127,2006,"1785,0",2009-05-31,2006-05-24,1,Senast registrerad ägare,504515.0,Airways Flygutbildning Svenska AB,Martin Ingfeldt Vattenmåravägen 65 194 64 UPPLANDS VÄSBY Sweden,2012-04-24
SE-LVS,2009-04-17,Exported,Germany,CESSNA-172S,172S8706,2001,"1157,0",2009-07-09,2004-12-03,1,Senast registrerad ägare,502479.0,Falbygdens Flygklubb,Falköpings Flygplats 521 91 FALKÖPING Sweden,2004-12-03
SE-LVT,2006-07-11,Exported,Norway,CESSNA-172S,172S8438,2000,"1157,0",,2003-11-10,1,Senast registrerad ägare,502466.0,Borås Flygklubb,Vindgatan 7 504 64 BORÅS Sweden,2003-11-17
SE-LVU,2020-11-04,Exported,United Kingdom,BEECH-B200,BB-1692,1999,"5670,0",2021-11-23,2005-11-07,1,Senast registrerad ägare,500483.0,Avincis Aviation Sweden AB,Stockevägen 68 832 56 Frösön Sweden,2018-06-20
SE-LVV,2022-07-13,Exported,Netherlands,BEECH-B200,BB-1537,1996,"5670,0",2022-11-17,2005-11-17,1,Senast registrerad ägare,500483.0,Avincis Aviation Sweden AB,Stockevägen 68 832 56 Frösön Sweden,2018-06-20
SE-LVX,,,,YAK-52,845202,1984,"1305,0",2025-09-04,2022-07-26,1,,,,,
SE-LVY,2024-05-29,Exported,Germany,CESSNA-172S,172S10681,2008,"1157,0",2024-07-18,2008-07-18,1,Senast registrerad ägare,503148.0,Växjö Flygklubb,Sweden,2015-04-02
SE-LVZ,,,,CESSNA-172B,17247960,1960,"1000,0",2026-08-19,2018-07-12,1,Registrerad ägare,626451.0,Bo-Aero AB,Herrgårdsgatan 2 662 50  Svanskog Sweden,2020-05-14
SE-LXA,,,,YAK-18T,22202044802,1981,"1650,0",,2006-06-26,1,,,,,
SE-LXB,,,,YAK-52,833205,1983,"1305,0",2017-09-30,2004-08-20,1,Registrerad ägare,529004.0,METRONA AB,Enholn 8 780 51 DALA-JÄRNA Sweden,2013-07-10
SE-LXC,,,,CHAMPION-7ECA,540,1966,"750,0",2023-08-31,2009-09-17,1,,,,,
SE-LXD,2016-09-01,Exported,New Zealand,BAE-JETSTREAM-3202,977,1992,"7350,0",2017-06-21,2015-05-21,1,Senast registrerad ägare,504836.0,Largus Aviation AB,Box 14237 104 40 STOCKHOLM Sweden,2015-05-21
SE-LXE,2013-04-22,Exported,Ghana,BAE-JETSTREAM-3202,970,1992,"7350,0",2013-12-04,2009-01-09,1,Senast registrerad ägare,500202.0,Svenska Direktflyg AB,Överstevägen 50 784 63 Borlänge Sweden,2009-01-09
SE-LXF,2017-08-03,Exported,France,CESSNA-T182T,T18208647,2006,"1406,0",2014-07-25,2010-06-01,1,Senast registrerad ägare,503606.0,Formul S.A.S.,Les Terres Noires FR-857 10 LA GARNACHE France,2010-10-21
SE-LXG,,,,CESSNA-F182Q,F182-0154,1980,"1338,0",2026-05-19,2009-06-18,2,Registrerad ägare,502598.0,Umeå Flygklubb,Sweden,2010-09-15
SE-LXG,,,,CESSNA-F182Q,F182-0154,1980,"1338,0",2026-05-19,2009-06-18,2,Registrerad delägare,503592.0,Frivilliga Flygkåren,Hässlögatan 20 721 31 VÄSTERÅS Sweden,2010-09-15
SE-LXH,2016-09-08,Exported,Switzerland,SAAB-2000,2000-007,1993,"22999,0",2017-04-20,2009-04-20,1,Senast registrerad ägare,500100.0,Braathens Regional Airways AB,Box 61 161 26 Bromma Sweden,2009-07-09
SE-LXI,,,,PIPER-PA34-200T,34-8070232,1980,"1999,0",2025-12-05,2010-09-01,1,,,,,
SE-LXK,,,,SAAB-2000,2000-056,1998,"22999,0",,2018-10-31,1,Registrerad ägare,503760.0,Erik Thun AB,Box 900 531 19 LIDKÖPING Sweden,2018-10-31
SE-LXM,,,,YAK-52,833203,1983,"1305,0",2018-08-31,2005-06-03,1,,,,,
SE-LXN,,,,CESSNA-172S,172S10699,2008,"1157,0",2026-08-04,2011-06-10,1,Registrerad ägare,502859.0,Sjöbo Flygklubb,Sjöbo Sövde Flygplats Snogeholmsvägen 1251-5 275 93 Sjöbo Sweden,2011-06-10
SE-LXO,2016-06-21,Total write-off,,YAK-52,9010312,1990,"1315,0",2016-01-31,2013-07-02,2,,,,,
SE-LXP,,,,YAK-52,822508,1982,"1305,0",2025-09-06,2020-12-14,1,,,,,
SE-LXR,2024-11-27,Exported,Belgium,PIPER-PA28-161,28-41050,1989,"1055,0",2025-03-31,2013-03-06,1,Senast registrerad ägare,502612.0,Västra Gästrike Flygklubb,Norvägen 37 812 90 STORVIK Sweden,2013-03-06
SE-LXS,,,,YAK-52,822113,1982,"1415,0",2024-08-23,2023-07-06,1,,,,,
SE-LXT,,,,PIPER-PA28RT-201T,28R-8231013,1982,"1315,0",2026-06-03,2014-03-12,1,Registrerad ägare,531883.0,Borj AB,Hammargatan 5 574 33 Vetlanda Sweden,2014-03-12
SE-LXU,,,,CESSNA-182T,18282283,2011,"1406,0",2026-02-19,2019-10-21,1,Registrerad ägare,618928.0,Cuban Eight Aviation AB,Sweden,2019-10-21
SE-LXV,,,,CHAMPION-7ECA,288,1966,"750,0",2026-02-14,2020-11-11,1,Registrerad ägare,502558.0,Piteå Flygklubb,Box 75 941 22 PITEÅ Sweden,2020-11-11
SE-LXY,2018-06-15,Exported,Estonia,BEECH-B300,FL-1037,2016,"7484,0",2018-12-05,2017-08-29,1,Senast registrerad ägare,500111.0,Bromma Air Maintenance AB,"Hangar 4, Bromma Airport 168 67 Bromma Sweden",2018-05-24
SE-LXZ,,,,SUKHOI-SU26M,03-02,1990,"830,0",2026-07-07,2012-04-27,1,,,,,
SE-LYA,,,,DA-40 D,D4.104,2004,"1150,0",2025-10-30,2004-07-16,1,Registrerad ägare,500762.0,Svensk Pilotutbildning AB,Säve Flygplatsväg 16 423 73 Säve Sweden,2016-04-18
SE-LYB,2016-06-29,Exported,Germany,DA-20A1,10.016,1995,"750,0",2016-07-22,2005-02-17,1,Senast registrerad ägare,502453.0,Alingsås Flygklubb,Flygfältsvägen 22 441 92 ALINGSÅS Sweden,2011-09-01
SE-LYC,2007-05-10,Total write-off,,PIPER PA-23-250,27-4614,1971,"1999,0",,2005-08-12,1,Senast registrerad ägare,500762.0,Svensk Pilotutbildning AB,Säve Flygplatsväg 16 423 73 Säve Sweden,2005-08-12
SE-LYD,,,,DA-40 D,D4.126,2005,"1150,0",2026-05-01,2005-10-27,1,Registrerad ägare,500762.0,Svensk Pilotutbildning AB,Säve Flygplatsväg 16 423 73 Säve Sweden,2016-04-18
SE-LYE,,,,PIPER-PA28R-201T,28R-7803013,1978,"1315,0",2026-06-09,2006-11-22,1,Registrerad ägare,721197.0,Apollodor GmbH,Vollradser Allee 45 DE-65375 Oestrich-Winkel Germany,2024-07-04
SE-LYF,2013-03-06,Exported,Germany,MORANE SAULNIER-MS880B,1699,1971,"770,0",2013-06-30,2010-07-02,1,,,,,
SE-LYG,2019-08-16,Exported,France,VULCANAIR-P.68C,279,1983,"1990,0",2019-07-26,2013-06-10,1,,,,,
SE-LYH,,,,SAAB-91D,91470-1327,1965,"1205,0",2026-07-31,2007-02-01,1,,,,,
SE-LYI,2016-08-24,Exported,Denmark,DA-42,42.172,2006,"1785,0",2016-08-30,2007-07-13,1,Senast registrerad ägare,537075.0,Billund Air Center A/S,Stratusvej 15 DK-7190 BILLUND Denmark,2016-03-16
SE-LYK,2022-02-04,Total write-off,,DA-42,42.116,2006,"1785,0",,2007-07-12,1,Senast registrerad ägare,505101.0,Alfaflight-Flygpilen Ek För,Hembyvägen 16 181 48 LIDINGÖ Sweden,2007-07-12
SE-LYL,2016-03-10,Exported,Germany,PIPER-PA46-350P,4636075,1996,"1950,0",2016-10-10,2006-07-05,1,Senast registrerad ägare,535894.0,Byggsystem Öresund AB,Box 834 245 18 STAFFANSTORP Sweden,2015-07-14
SE-LYM,2008-02-19,Total write-off,,CESSNA-172S,172S8943,2001,"1157,0",,2005-07-12,1,,,,,
SE-LYN,,,,CIRRUS-SR20,1523,2005,"1361,0",2026-03-25,2005-08-24,1,Registrerad ägare,500427.0,Lunds Universitet,Drottningvägen 5 264 51 Ljungbyhed Sweden,2024-09-25
SE-LYO,2023-12-14,Exported,Germany,DA-40 D,D4.299,2007,"1150,0",2023-12-03,2007-07-23,1,Senast registrerad ägare,704562.0,APUS - Aviation Engineering GmbH,Lilienthalstrasse 2 DE-15344 Strausberg Germany,2023-08-02
SE-LYP,,,,CIRRUS-SR20,1773,2007,"1361,0",2025-11-04,2007-06-13,1,,,,,
SE-LYR,2013-03-13,Exported,Denmark,DA-40 D,D4.340,2008,"1150,0",2013-06-27,2011-05-24,1,Senast registrerad ägare,500762.0,Svensk Pilotutbildning AB,Säve Flygplatsväg 16 423 73 Säve Sweden,2011-07-11
SE-LYU,2008-11-24,Exported,Denmark,DA-40 D,D4.332,2007,"1150,0",2009-03-19,2008-03-20,1,Senast registrerad ägare,503533.0,Danish Aviation Capital ApS,Lufthavnsvej 60 DK-DK-4000 ROSKILDE Denmark,2008-04-07
SE-LYX,,,,PITTS-S2C,6073,2005,"771,0",2026-06-08,2006-05-11,1,,,,,
SE-LYY,2007-08-13,Exported,Norway,PIPER-PA42-1000,42-5527010,1984,"5467,0",,2006-01-25,1,Senast registrerad ägare,503469.0,Guard Systems Asa,Kanalgatan 3 NO-N-3263 LARVIK Norway,2006-01-25
SE-LYZ,2017-02-27,Exported,Spain,DA-20C1,C0039,1998,"800,0",2017-10-30,2012-04-23,1,Senast registrerad ägare,502630.0,Östra Sörmlands Flygklubb,Box 78 646 21 GNESTA Sweden,2012-04-23
SE-LZA,,,,CESSNA-172R,17281241,2005,"1111,0",2026-06-07,2005-10-13,1,Registrerad ägare,502605.0,Värnamo Flygklubb,Sweden,2024-01-29
SE-LZB,2014-04-03,Exported,United States of America,CESSNA-172R,17281242,2005,"1111,0",2014-05-08,2005-11-29,1,Senast registrerad ägare,504055.0,OSM Aviation Academy AB,Hässlögatan 2 E 721 31 VÄSTERÅS Sweden,2007-11-23
SE-LZC,2014-04-03,Exported,United States of America,CESSNA-172R,17281243,2005,"1111,0",2014-05-08,2005-11-03,1,Senast registrerad ägare,504055.0,OSM Aviation Academy AB,Hässlögatan 2 E 721 31 VÄSTERÅS Sweden,2005-11-03
SE-LZD,,,,CESSNA-172R,17281251,2005,"1111,0",2025-11-24,2006-01-30,1,Registrerad ägare,504055.0,OSM Aviation Academy AB,Hässlögatan 2 E 721 31 VÄSTERÅS Sweden,2006-01-30
SE-LZE,,,,CESSNA-172R,17281260,2005,"1111,0",2026-08-01,2006-01-30,1,Registrerad ägare,504055.0,OSM Aviation Academy AB,Hässlögatan 2 E 721 31 VÄSTERÅS Sweden,2006-01-30
SE-LZF,,,,CESSNA-172R,17281331,2006,"1111,0",2026-03-26,2006-08-22,1,Registrerad ägare,504055.0,OSM Aviation Academy AB,Hässlögatan 2 E 721 31 VÄSTERÅS Sweden,2006-08-22
SE-LZG,,,,CESSNA-172S,172S10071,2005,"1157,0",2026-06-22,2006-02-23,1,Registrerad ägare,714059.0,Falco naumanni AB,Rapphönsvägen 7B 756 53 Uppsala Sweden,2024-03-19
SE-LZH,2024-03-12,Exported,India,CESSNA-172R,17281329,2006,"1111,0",2025-02-18,2006-05-24,1,Senast registrerad ägare,504055.0,OSM Aviation Academy AB,Hässlögatan 2 E 721 31 VÄSTERÅS Sweden,2008-09-26
SE-LZI,,,,CESSNA-172R,17281340,2006,"1111,0",2026-02-19,2006-12-21,1,Registrerad ägare,504055.0,OSM Aviation Academy AB,Hässlögatan 2 E 721 31 VÄSTERÅS Sweden,2007-11-19
SE-LZK,2014-09-17,Exported,France,CESSNA-172R,17281391,2007,"1111,0",2015-07-15,2007-08-03,1,Senast registrerad ägare,504055.0,OSM Aviation Academy AB,Hässlögatan 2 E 721 31 VÄSTERÅS Sweden,2007-11-19
SE-LZL,2014-12-02,Exported,France,CESSNA-172R,17281392,2007,"1111,0",2015-02-20,2007-08-07,1,Senast registrerad ägare,504055.0,OSM Aviation Academy AB,Hässlögatan 2 E 721 31 VÄSTERÅS Sweden,2007-11-19
SE-LZM,,,,CESSNA-172R,17281403,2007,"1111,0",2026-02-20,2007-10-01,1,Registrerad ägare,504055.0,OSM Aviation Academy AB,Hässlögatan 2 E 721 31 VÄSTERÅS Sweden,2007-10-01
SE-LZN,2010-08-25,Exported,Norway,CESSNA-172S,172S10492,2007,"1157,0",2011-06-12,2007-08-03,1,Senast registrerad ägare,500213.0,OSM Aviation Airtech AB,Hässlögatan 2 E 721 31 Västerås Sweden,2008-11-20
SE-LZO,,,,CESSNA-172S,172S12084,2017,"1157,0",2025-10-31,2019-09-30,1,Registrerad ägare,504055.0,OSM Aviation Academy AB,Hässlögatan 2 E 721 31 VÄSTERÅS Sweden,2019-10-14
SE-LZP,,,,CIRRUS-SR22T,2316,2021,"1633,0",2026-02-28,2025-03-26,1,Registrerad ägare,728269.0,Boråsflyg AB,Getabo Bergese 1 511 93 TORESTORP Sweden,2025-03-26
SE-LZT,,,,CESSNA-172S,172S9298,2003,"1157,0",2026-03-19,2006-03-24,1,Registrerad ägare,503049.0,Värmlands Flygklubb,Våldalen 580 655 91 KARLSTAD Sweden,2006-03-24
SE-LZU,2020-07-21,Exported,Belgium,TWIN COMMANDER-690A,11121,1973,"4650,0",2019-01-26,2007-08-30,1,Senast registrerad ägare,502714.0,Aerodata International Surveys BVBA,Luchthavenlei 7A b10 BE-2100 ANTWERPEN-DEURNE Belgium,2010-08-10
SE-LZV,2023-03-20,Exported,Slovakia,DA-40 D,D4.331,2008,"1150,0",2023-03-24,2008-03-28,1,Senast registrerad ägare,500762.0,Svensk Pilotutbildning AB,Säve Flygplatsväg 16 423 73 Säve Sweden,2016-08-15
SE-LZX,,,,TWIN COMMANDER-690B,11367,1976,"4683,0",2026-03-28,2007-06-26,1,Registrerad ägare,647257.0,Compagnia Generale Ripreseaeree S.p.A,Via Cremonese 35/A IT-43126 Parma Italy,2021-03-18
SE-LZY,2019-09-10,Exported,United States of America,CESSNA-208,20800005,1985,"3629,0",2020-07-31,2005-07-12,1,Senast registrerad ägare,504997.0,FK Aros Flyg i Västerås AB,Sweden,2005-07-12
SE-LZZ,,,,P ROBIN-R2160D,160,1978,"900,0",2026-06-07,2005-06-15,1,Registrerad ägare,535534.0,ZZ Flyers,Sweden,2015-08-14
SE-MAA,,,,BOMBARDIER-DHC8-311,622,2006,"19505,0",2026-04-30,2008-06-13,1,Registrerad ägare,502981.0,Kustbevakningen,Box 536 371 23 KARLSKRONA Sweden,2008-06-13
SE-MAB,,,,BOMBARDIER-DHC8-311,631,2006,"19505,0",2026-06-30,2008-06-25,1,Registrerad ägare,502981.0,Kustbevakningen,Box 536 371 23 KARLSKRONA Sweden,2008-06-25
SE-MAC,,,,BOMBARDIER-DHC8-311,638,2007,"19505,0",2025-12-31,2008-10-09,1,Registrerad ägare,502981.0,Kustbevakningen,Box 536 371 23 KARLSKRONA Sweden,2008-10-09
SE-MAD,,,,DA-42,42.203,2007,"1785,0",2026-06-09,2009-01-12,1,Registrerad ägare,534870.0,Lamassu d.o.o,Palinovecka 19H HR-10000 ZAGREB Croatia,2015-02-20
SE-MAE,2011-09-07,Exported,Switzerland,DA-42,42.342,2008,"1785,0",2012-08-14,2008-06-18,1,Senast registrerad ägare,504617.0,AB Öst-Flyg,Åsvägen 23 393 65 KALMAR Sweden,2008-06-18
SE-MAF,2022-12-19,Scrapped,,BAE-ATP,2002,1987,"23678,0",2016-12-31,2006-12-14,1,Senast registrerad ägare,617318.0,Swedish ATP Management AB,Arenagatan 20 215 33 Malmö Sweden,2019-08-07
SE-MAH,2021-01-19,Scrapped,,BAE-ATP,2004,1987,"23678,0",2016-03-31,2007-04-12,1,Senast registrerad ägare,617318.0,Swedish ATP Management AB,Arenagatan 20 215 33 Malmö Sweden,2019-08-07
SE-MAI,2022-11-03,Scrapped,,BAE-ATP,2010,1988,"23678,0",2022-02-25,2015-09-04,1,Senast registrerad ägare,500248.0,West Atlantic Sweden AB,Arenagatan 20 215 33 MALMÖ Sweden,2015-09-04
SE-MAJ,2025-01-17,Exported,Kenya,BAE-ATP,2038,1991,"23678,0",2023-02-28,2013-10-09,1,Senast registrerad ägare,500248.0,West Atlantic Sweden AB,Arenagatan 20 215 33 MALMÖ Sweden,2013-10-09
SE-MAK,2021-12-16,Scrapped,,BAE-ATP,2040,1991,"23678,0",2018-07-09,2008-07-10,1,Senast registrerad ägare,638687.0,Ryggefjord AS,Bekkjarviksundet 19 NO-5397 BEKKJARVIK Norway,2021-12-10
SE-MAL,2018-05-16,Exported,Kenya,BAE-ATP,2045,1991,"23678,0",2017-10-09,2008-10-09,1,Senast registrerad ägare,504931.0,West Atlantic Aircraft Management AB,Hangarvägen 4 233 71   MALMÖ-STURUP Sweden,2018-03-29
SE-MAM,2023-05-08,Exported,Kenya,BAE-ATP,2005,1988,"23678,0",2023-10-21,2015-09-30,1,Senast registrerad ägare,500248.0,West Atlantic Sweden AB,Arenagatan 20 215 33 MALMÖ Sweden,2015-09-30
SE-MAN,2022-07-26,Exported,Kenya,BAE-ATP,2006,1988,"23678,0",2022-09-26,2016-02-23,1,Senast registrerad ägare,500248.0,West Atlantic Sweden AB,Arenagatan 20 215 33 MALMÖ Sweden,2016-02-23
SE-MAO,2022-12-19,Scrapped,,BAE-ATP,2011,1989,"23678,0",2022-03-25,2013-09-25,1,Senast registrerad ägare,500248.0,West Atlantic Sweden AB,Arenagatan 20 215 33 MALMÖ Sweden,2013-09-25
SE-MAP,2024-02-19,Exported,Kenya,BAE-ATP,2037,1991,"23678,0",2022-11-12,2015-08-31,1,Senast registrerad ägare,500248.0,West Atlantic Sweden AB,Arenagatan 20 215 33 MALMÖ Sweden,2015-08-31
SE-MAR,2022-12-19,Scrapped,,BAE-ATP,2053,1992,"23678,0",2018-04-30,2007-04-27,1,Senast registrerad ägare,617318.0,Swedish ATP Management AB,Arenagatan 20 215 33 Malmö Sweden,2019-08-07
SE-MAT,,,,PIPER-PA28R-200,28R-7335170,1973,"1200,0",2026-06-27,2007-11-05,5,,,,,
SE-MAX,2014-05-23,Exported,Finland,CESSNA-206H,20608286,2007,"1720,0",2014-07-02,2007-11-05,1,,,,,
SE-MAY,2021-01-19,Scrapped,,BAE-ATP,2044,1991,"23678,0",2016-12-10,2009-12-10,1,Senast registrerad ägare,617318.0,Swedish ATP Management AB,Arenagatan 20 215 33 Malmö Sweden,2019-08-07
